Station,Date,Wind Spd (mph),Temp (°F),Daily Max Temp (°F),Max RH (%),Soil Moist (%),Soil Temp (°F)
TRK7203-Northstar Golf Course,9/10/24,4.9,56.7,79.1,90,11.4,68.4
Hobart Sub,9/10/24,2,57.3,79.8,90,4.7,69.6
SRB51-Smithneck Rd,9/10/24,5.9,65.1,82.8,59,13.2,75.7
TRK7202-Cabin Tree,9/10/24,2.5,60.1,76.8,59,5.9,70.9
Muller1296-Emigrant Trail,9/10/24,8.7,70.1,85.8,51,0.4,79.4
STL3101 Ledge Ct.,9/10/24,1.8,63.7,77.8,50,1.6,70.4
TAH7300-Homewood,9/10/24,1.4,60.5,76.5,76,5.1,67.2
7400-Glenshire,9/10/24,2.7,57.6,79.9,82,1.9,69.8
MEY3300-Grass Lake Road,9/10/24,1.8,58.7,77.2,75,4.4,60.9
WSH201-Floriston,9/10/24,2.6,62.6,82.4,72,7.8,76.2
Washoe204-Fariad,9/10/24,6.6,65.8,82.6,67,6.7,69.7
MEY3400-Camp Richardson,9/10/24,3.8,62.1,78.5,74,2.4,69.8
MEY3500-STPD Office,9/10/24,1.7,57.8,78.6,74,6.2,74.8
621Line-I-80 Gravel Pit,9/10/24,3.3,58.3,81.2,85,2.6,75.1
7201-Alpine Meadows,9/10/24,2.2,60.4,76.7,73,7.6,69.1
MUL1296-Markleeville,9/10/24,1.1,64.7,82.5,66,3,73.7
TPZ1261-Eastside Lane,9/10/24,9.6,72.6,84.8,24,2.9,78.9
MEY3300-Tolteca,9/10/24,3.2,63.6,76.8,49,,
TAH-5201 Lake Forest,9/10/24,1.3,61.1,77.6,61,6.4,64.6
Tahoe-7300 Sugar Pine Point,9/10/24,1.3,61.3,79,63,3.3,70.2
SOK-257 Reno Park,9/10/24,7.5,68,83,51,7.4,73.8
SMP8700-Firecamp,9/10/24,1.3,57.5,80.6,84,,
TAH5201-Fairway,9/10/24,2.2,59.4,76.4,68,,
TPZ1261 Cunningham,9/10/24,5.3,67.6,84.8,68,,
MUL1296-Sorensens,9/10/24,2.2,57.5,75.8,71,,
GLS7600-Walden,9/9/24,1.3,65.1,76.6,39,8,70.1
TAH7300-DL Bliss,9/9/24,1.5,64.4,75.3,65,1.6,72.6
MUL1296-Woodfords,9/9/24,6.7,72.2,82.9,38,0.2,77.1
BKY4201-Summit,9/9/24,1.4,,,100,6.4,66.8
TPZ1261–Park Ranch,9/9/24,3.2,72.2,87.7,69,4.1,74
TPZ1261-Walker,9/9/24,6.1,70.3,84.5,46,4.3,72
Meyers3400-Uplands,9/9/24,5.6,64.8,75.3,53,1.9,67.2
111Line-Columbine Trail,9/9/24,1.5,61.9,78.9,58,1.5,63.5
POR31-Iron Horse,9/9/24,2,62.9,83,67,5.7,73.8
619Line-Sierra Valley West,9/9/24,4.5,62.9,83.8,69,6.6,66.5
SQV8200-Squaw Valley,9/9/24,2.6,58.7,77.1,75,5.8,73.3
CEM41-Garbage Pit Rd,9/9/24,4.8,65.1,84.5,61,4.7,74.8
CAL204-Dog Valley,9/9/24,3.7,68.3,85.6,53,7.5,75.2
TRK7203-Northstar Golf Course,9/9/24,3.9,57.5,80,86,11.5,68.9
Hobart Sub,9/9/24,1.6,58.4,81.4,83,4.8,70
SRB51-Smithneck Rd,9/9/24,6.2,66.2,82.8,54,13.2,75.7
TRK7202-Cabin Tree,9/9/24,2.2,60.8,77.3,61,5.9,71
Muller1296-Emigrant Trail,9/9/24,7.8,71.8,86.1,47,0.4,80.5
STL3101 Ledge Ct.,9/9/24,2,65.1,77.7,47,1.6,70.8
TAH7300-Homewood,9/9/24,1.5,61.8,77.6,63,5.1,67.4
7400-Glenshire,9/9/24,2.2,58.6,79.6,76,1.9,69.9
MEY3300-Grass Lake Road,9/9/24,1.2,59.1,77.7,77,4.4,61.4
WSH201-Floriston,9/9/24,2.9,63.8,83.1,65,8,76.8
Washoe204-Fariad,9/9/24,5.2,66.3,83.6,61,6.8,70
MEY3400-Camp Richardson,9/9/24,2.8,61.4,78.5,71,2.4,70.2
MEY3500-STPD Office,9/9/24,1.5,58.4,78.9,76,6.2,75.2
621Line-I-80 Gravel Pit,9/9/24,2.3,59.4,81.2,81,2.6,75.3
7201-Alpine Meadows,9/9/24,1.6,59.6,77.3,73,7.7,69.3
MUL1296-Markleeville,9/9/24,0.7,65.8,83.1,67,3,74.8
TPZ1261-Eastside Lane,9/9/24,7.9,73.2,84.7,32,3,79
MEY3300-Tolteca,9/9/24,2,63.9,77.2,48,,
TAH-5201 Lake Forest,9/9/24,1.1,61.4,78.7,62,6.5,65.2
Tahoe-7300 Sugar Pine Point,9/9/24,1,61.8,79.7,62,3.3,70.4
SOK-257 Reno Park,9/9/24,7.2,68.9,84.3,44,7.4,74
SMP8700-Firecamp,9/9/24,1,58.6,81.3,77,,
TAH5201-Fairway,9/9/24,1.9,60,76.5,66,,
TPZ1261 Cunningham,9/9/24,4.3,69,87,65,,
MUL1296-Sorensens,9/9/24,1.5,56.8,76.1,71,,
GLS7600-Walden,9/8/24,1.9,65.6,76.1,36,8.2,71
TAH7300-DL Bliss,9/8/24,2.4,65.1,74.1,63,1.7,73.6
MUL1296-Woodfords,9/8/24,6.2,72.9,83.2,40,0.2,77.1
BKY4201-Summit,9/8/24,1.8,,,100,6.4,67.8
TPZ1261–Park Ranch,9/8/24,6,74.1,87.1,66,4.1,73.1
TPZ1261-Walker,9/8/24,8.3,72.2,83.9,42,4.4,72
Meyers3400-Uplands,9/8/24,7.9,65.5,73.6,38,1.9,67.8
111Line-Columbine Trail,9/8/24,2.2,63.6,77.9,53,1.5,64.1
POR31-Iron Horse,9/8/24,2.3,62.4,82.8,80,5.7,74.1
619Line-Sierra Valley West,9/8/24,5.5,62.6,84,82,6.7,66.5
SQV8200-Squaw Valley,9/8/24,2.9,59.6,75.8,76,5.8,74
CEM41-Garbage Pit Rd,9/8/24,6.3,65.5,84,70,4.7,75
CAL204-Dog Valley,9/8/24,4.4,69.5,85.8,53,7.5,75.5
TRK7203-Northstar Golf Course,9/8/24,4.9,58.4,79.4,87,11.6,69.7
Hobart Sub,9/8/24,2.1,59.1,81.8,89,4.8,70.8
SRB51-Smithneck Rd,9/8/24,6,66.3,83.1,65,13.3,75.8
TRK7202-Cabin Tree,9/8/24,3.3,62.1,76.1,56,6,71.9
Muller1296-Emigrant Trail,9/8/24,10,73.3,86.1,55,0.4,81.6
STL3101 Ledge Ct.,9/8/24,3.4,67.1,78.2,43,1.6,71.1
TAH7300-Homewood,9/8/24,1.8,62.7,76.6,65,5.1,68.1
7400-Glenshire,9/8/24,2.8,59.5,79.3,78,1.9,70.7
MEY3300-Grass Lake Road,9/8/24,1.7,60.8,77.5,72,4.4,61.8
WSH201-Floriston,9/8/24,5,64.6,82.5,70,8.2,77.1
Washoe204-Fariad,9/8/24,6.4,67.6,82.8,67,6.8,70.3
MEY3400-Camp Richardson,9/8/24,3.5,63.8,77.9,73,2.4,70.9
MEY3500-STPD Office,9/8/24,1.7,60.4,78.4,70,6.3,75.8
621Line-I-80 Gravel Pit,9/8/24,3.7,60.1,81.3,84,2.6,75.9
7201-Alpine Meadows,9/8/24,2,60.6,76.2,69,7.9,70.3
MUL1296-Markleeville,9/8/24,1.1,66.6,82.8,71,3,74.6
TPZ1261-Eastside Lane,9/8/24,8.4,74.7,85.1,32,3,79.3
MEY3300-Tolteca,9/8/24,3.3,66.4,76.9,41,,
TAH-5201 Lake Forest,9/8/24,1.2,62.3,77.1,53,6.5,66.5
Tahoe-7300 Sugar Pine Point,9/8/24,1.2,63.4,79.2,61,3.4,71.2
SOK-257 Reno Park,9/8/24,9.1,69.3,84.3,58,7.5,74.4
SMP8700-Firecamp,9/8/24,1.4,59.5,80.5,77,,
TAH5201-Fairway,9/8/24,2.3,61.4,75.3,62,,
TPZ1261 Cunningham,9/8/24,6.1,69.8,85.6,63,,
MUL1296-Sorensens,9/8/24,1.7,58.1,75.1,66,,
GLS7600-Walden,9/7/24,1.7,67.9,78.8,43,8.3,71.3
TAH7300-DL Bliss,9/7/24,2.4,67.2,77.4,64,1.7,74.8
MUL1296-Woodfords,9/7/24,6.1,73.1,85.4,39,0.2,77
BKY4201-Summit,9/7/24,2,,,100,6.4,68.6
TPZ1261–Park Ranch,9/7/24,7,73.3,88.8,77,4,71.2
TPZ1261-Walker,9/7/24,8.3,73,85.8,50,4.4,72.4
Meyers3400-Uplands,9/7/24,7.4,68.1,76.3,54,2,68.2
111Line-Columbine Trail,9/7/24,2.1,65.2,81,56,1.5,64.6
POR31-Iron Horse,9/7/24,2,65.6,84.3,67,5.9,75.4
619Line-Sierra Valley West,9/7/24,5.5,66.2,87.1,72,6.9,68.7
SQV8200-Squaw Valley,9/7/24,3.5,62,78.4,71,5.8,74.8
CEM41-Garbage Pit Rd,9/7/24,6.9,68.6,86.6,58,4.7,75.9
CAL204-Dog Valley,9/7/24,4.3,71.3,88.8,50,7.5,75.7
TRK7203-Northstar Golf Course,9/7/24,5,61.1,81.7,88,11.7,71.2
Hobart Sub,9/7/24,2.1,62,83.4,83,4.8,71.5
SRB51-Smithneck Rd,9/7/24,6.1,68.8,85.6,51,13.4,76.4
TRK7202-Cabin Tree,9/7/24,3.2,63.9,79.3,56,6,72.8
Muller1296-Emigrant Trail,9/7/24,10.8,73.9,89,54,0.4,82.4
STL3101 Ledge Ct.,9/7/24,2.1,68.7,81.3,43,1.6,71.3
TAH7300-Homewood,9/7/24,1.7,64,79.9,69,5.1,68.5
7400-Glenshire,9/7/24,3.1,62.2,83,76,1.9,71.4
MEY3300-Grass Lake Road,9/7/24,1.8,62.5,81,76,4.4,62.1
WSH201-Floriston,9/7/24,5,67.1,84.4,66,8.4,77.8
Washoe204-Fariad,9/7/24,7.7,69.5,86.1,64,6.9,70.3
MEY3400-Camp Richardson,9/7/24,3.7,65.3,80.2,76,2.4,71
MEY3500-STPD Office,9/7/24,1.7,62,81,74,6.3,76.2
621Line-I-80 Gravel Pit,9/7/24,4.5,62.9,84.4,81,2.7,76.8
7201-Alpine Meadows,9/7/24,1.9,62.8,78.6,66,8.1,71.1
MUL1296-Markleeville,9/7/24,1.3,67,85.7,71,3.1,75.1
TPZ1261-Eastside Lane,9/7/24,10.8,75.5,86.8,34,3.1,79.5
MEY3300-Tolteca,9/7/24,3.1,67.1,79.3,42,,
TAH-5201 Lake Forest,9/7/24,1.2,64.6,78.7,64,6.5,67.4
Tahoe-7300 Sugar Pine Point,9/7/24,1.2,64.8,81.3,65,3.4,71.8
SOK-257 Reno Park,9/7/24,8.1,72.3,87.1,47,7.5,75.2
SMP8700-Firecamp,9/7/24,1.5,62,83.2,73,,
TAH5201-Fairway,9/7/24,2.4,63.4,78.2,67,,
TPZ1261 Cunningham,9/7/24,6.7,69.3,87.3,79,,
MUL1296-Sorensens,9/7/24,2.1,59.8,78.2,72,,
GLS7600-Walden,9/6/24,1,69.6,82.1,41,8.5,71.6
TAH7300-DL Bliss,9/6/24,1.4,68.7,81.1,64,1.7,75
MUL1296-Woodfords,9/6/24,4.1,73.5,87.8,40,0.2,76.6
BKY4201-Summit,9/6/24,1.2,,,100,6.4,68.6
TPZ1261–Park Ranch,9/6/24,4,72.2,87.4,68,4.1,74.3
TPZ1261-Walker,9/6/24,5.2,72.8,88.2,45,4.4,72.7
Meyers3400-Uplands,9/6/24,4,69.4,81.7,45,2,67.9
111Line-Columbine Trail,9/6/24,1.1,66.1,83.4,58,1.5,64.6
POR31-Iron Horse,9/6/24,1.9,69.2,89.9,60,6.1,76.1
619Line-Sierra Valley West,9/6/24,4.2,68.5,90.7,66,7,69.4
SQV8200-Squaw Valley,9/6/24,2.5,64.5,82.1,72,5.9,75.2
CEM41-Garbage Pit Rd,9/6/24,4.5,71.3,89.8,63,4.7,76.2
CAL204-Dog Valley,9/6/24,2.7,71.9,90.1,52,7.5,76
TRK7203-Northstar Golf Course,9/6/24,3.7,63.2,86.1,83,11.8,71.6
Hobart Sub,9/6/24,1.4,63.7,86.1,79,4.9,71.8
SRB51-Smithneck Rd,9/6/24,4.9,72,89.7,56,13.4,76.8
TRK7202-Cabin Tree,9/6/24,1.6,66.2,82.9,60,6,72.8
Muller1296-Emigrant Trail,9/6/24,6.5,73.8,89.3,53,0.5,83.8
STL3101 Ledge Ct.,9/6/24,1.2,68.7,82.6,50,1.6,71.3
TAH7300-Homewood,9/6/24,1.2,65.3,82.5,66,5.1,68.4
7400-Glenshire,9/6/24,2.4,64.2,85.4,73,1.9,71.4
MEY3300-Grass Lake Road,9/6/24,0.9,63.4,82.3,74,4.4,61.8
WSH201-Floriston,9/6/24,2.7,68.9,87.8,61,8.6,78.9
Washoe204-Fariad,9/6/24,6.3,70.2,87.7,59,6.9,70.3
MEY3400-Camp Richardson,9/6/24,2.4,65.1,84,65,2.5,70.6
MEY3500-STPD Office,9/6/24,1.3,63,83.3,75,6.3,76
621Line-I-80 Gravel Pit,9/6/24,2.3,64.8,86.9,79,2.7,77.2
7201-Alpine Meadows,9/6/24,1.4,65,82.9,69,8.2,71.3
MUL1296-Markleeville,9/6/24,0.2,67.8,88.9,70,3.1,74.7
TPZ1261-Eastside Lane,9/6/24,8.4,74.8,87.9,35,3.2,80.1
MEY3300-Tolteca,9/6/24,1.7,68.2,82.5,52,,
TAH-5201 Lake Forest,9/6/24,0.6,65.5,82.5,66,6.6,67.2
Tahoe-7300 Sugar Pine Point,9/6/24,0.9,65.4,83.3,66,3.4,71.5
SOK-257 Reno Park,9/6/24,6,74.1,88.7,39,7.5,74.8
SMP8700-Firecamp,9/6/24,0.9,63.9,87.1,75,,
TAH5201-Fairway,9/6/24,1.5,64,81.8,69,,
TPZ1261 Cunningham,9/6/24,3.9,69,89.6,71,,
MUL1296-Sorensens,9/6/24,1.8,61.6,82.1,69,,
GLS7600-Walden,9/5/24,0.9,70.4,84.8,34,8.7,71.5
TAH7300-DL Bliss,9/5/24,1.9,70.1,79.4,39,1.7,75
MUL1296-Woodfords,9/5/24,2.4,72.9,88.1,36,0.2,76.3
BKY4201-Summit,9/5/24,1.4,,,100,6.4,67.9
TPZ1261–Park Ranch,9/5/24,3.7,74.1,90.1,68,4.2,75.6
TPZ1261-Walker,9/5/24,5.4,73.2,87.4,45,4.4,72.5
Meyers3400-Uplands,9/5/24,2.8,70,80.4,33,2,67.3
111Line-Columbine Trail,9/5/24,0.7,66.2,85.1,45,1.5,64.3
POR31-Iron Horse,9/5/24,1.9,69.2,92.1,51,6.2,75.8
619Line-Sierra Valley West,9/5/24,3.4,68.5,91.4,59,7,68.4
SQV8200-Squaw Valley,9/5/24,2.3,64.4,84.6,70,5.9,74.9
CEM41-Garbage Pit Rd,9/5/24,4.6,72.1,91.1,41,4.7,75.6
CAL204-Dog Valley,9/5/24,2.9,71.2,91,44,7.5,75.4
TRK7203-Northstar Golf Course,9/5/24,2.5,62.8,87.1,78,11.7,71.1
Hobart Sub,9/5/24,1.2,63.4,89.3,68,4.9,71.7
SRB51-Smithneck Rd,9/5/24,4.4,72.6,90.5,38,13.4,76.1
TRK7202-Cabin Tree,9/5/24,1.9,66.6,84.9,47,6,72
Muller1296-Emigrant Trail,9/5/24,6.2,72.2,87,43,0.4,82.7
STL3101 Ledge Ct.,9/5/24,0.9,68.5,81,36,1.6,71
TAH7300-Homewood,9/5/24,0.8,66.8,83.8,54,5.1,67.9
7400-Glenshire,9/5/24,2,63.8,87.1,68,1.9,71
MEY3300-Grass Lake Road,9/5/24,1.5,63.2,83,72,4.4,61.1
WSH201-Floriston,9/5/24,2.1,68.3,90.5,60,8.9,79.8
Washoe204-Fariad,9/5/24,5.1,69.5,89.6,57,7,69.8
MEY3400-Camp Richardson,9/5/24,1.8,64.3,82.6,59,2.5,70.2
MEY3500-STPD Office,9/5/24,0.9,61.6,83.5,69,6.4,76
621Line-I-80 Gravel Pit,9/5/24,1.7,64.3,88.6,77,2.8,77
7201-Alpine Meadows,9/5/24,1.7,65.2,85.3,63,8.4,71
MUL1296-Markleeville,9/5/24,0,65.7,89.3,67,3.1,73.6
TPZ1261-Eastside Lane,9/5/24,9.4,73.7,88.2,28,3.3,80.1
MEY3300-Tolteca,9/5/24,1.5,68.5,83.8,45,,
TAH-5201 Lake Forest,9/5/24,0.9,66.7,82.5,46,6.6,66.4
Tahoe-7300 Sugar Pine Point,9/5/24,0.9,67,83.5,57,3.5,71.8
SOK-257 Reno Park,9/5/24,6.4,74,89.5,35,7.5,74
SMP8700-Firecamp,9/5/24,0.7,63.9,88.9,69,,
TAH5201-Fairway,9/5/24,1.2,65,82.4,58,,
TPZ1261 Cunningham,9/5/24,5,71.2,90,61,,
MUL1296-Sorensens,9/5/24,1.4,59.4,81.8,67,,
GLS7600-Walden,9/4/24,0.7,66.7,80.6,42,8.8,70.3
TAH7300-DL Bliss,9/4/24,0.9,67.3,76,66,1.7,73.5
MUL1296-Woodfords,9/4/24,1.6,69.8,84.5,41,0.2,76.5
BKY4201-Summit,9/4/24,1,,,100,6.4,67.5
TPZ1261–Park Ranch,9/4/24,4.4,72.2,87,67,4.3,75.8
TPZ1261-Walker,9/4/24,6,70.7,83.1,45,4.4,72.5
Meyers3400-Uplands,9/4/24,3.2,66.7,76.3,71,2,66.6
111Line-Columbine Trail,9/4/24,0.7,63.6,80.7,62,1.5,64.1
POR31-Iron Horse,9/4/24,1.5,65,87.7,67,6.3,74.3
619Line-Sierra Valley West,9/4/24,3.6,65.1,87,75,7,66.9
SQV8200-Squaw Valley,9/4/24,1.7,61,80.9,79,5.8,74
CEM41-Garbage Pit Rd,9/4/24,6,68.2,87,61,4.7,74.6
CAL204-Dog Valley,9/4/24,3.5,68,86.5,50,7.4,75.2
TRK7203-Northstar Golf Course,9/4/24,2.7,60,84.1,89,11.7,70.1
Hobart Sub,9/4/24,1,60.6,85.3,84,4.8,70.8
SRB51-Smithneck Rd,9/4/24,4.2,69.2,86.2,52,13.4,75.6
TRK7202-Cabin Tree,9/4/24,1.8,63.3,81.2,62,6,71
Muller1296-Emigrant Trail,9/4/24,6.1,69.2,83.6,54,0.4,82.1
STL3101 Ledge Ct.,9/4/24,1.4,66.1,77.1,67,1.6,70.3
TAH7300-Homewood,9/4/24,0.5,63.4,78.8,79,5.1,67.5
7400-Glenshire,9/4/24,1.6,60.9,83.9,78,1.9,70.7
MEY3300-Grass Lake Road,9/4/24,1.2,60.2,78.6,78,4.4,60.4
WSH201-Floriston,9/4/24,2.8,66.1,85.8,67,9,78.6
Washoe204-Fariad,9/4/24,6.7,67.2,84.5,65,7.1,69.6
MEY3400-Camp Richardson,9/4/24,1.7,62.2,79.4,72,2.5,70.2
MEY3500-STPD Office,9/4/24,1.1,59.4,79.4,76,6.4,75.8
621Line-I-80 Gravel Pit,9/4/24,1.7,61.8,85.2,82,2.8,76.2
7201-Alpine Meadows,9/4/24,1.2,61.8,80.4,75,8.5,70.4
MUL1296-Markleeville,9/4/24,0,63.1,85.3,76,3.1,73.4
TPZ1261-Eastside Lane,9/4/24,9.5,71.3,84.2,37,3.3,79.6
MEY3300-Tolteca,9/4/24,1.5,65.4,79.4,55,,
TAH-5201 Lake Forest,9/4/24,0.8,63.6,80.1,58,6.6,66
Tahoe-7300 Sugar Pine Point,9/4/24,0.9,63.8,79.2,62,3.5,70.8
SOK-257 Reno Park,9/4/24,7,70.2,85.2,41,7.5,73.5
SMP8700-Firecamp,9/4/24,1,61.5,84.1,75,,
TAH5201-Fairway,9/4/24,0.8,62,78.5,64,,
TPZ1261 Cunningham,9/4/24,5.4,69,86.5,62,,
MUL1296-Sorensens,9/4/24,1.2,57,77.8,78,,
POR32 4th Avenue,9/4/24,1.9,64.6,87.4,69,9.6,72.6
GLS7600-Walden,9/3/24,1.2,64.6,76.7,43,8.9,70
TAH7300-DL Bliss,9/3/24,1.7,64,74.6,64,1.7,72.5
MUL1296-Woodfords,9/3/24,3.8,69.4,83.3,46,0.2,76.9
BKY4201-Summit,9/3/24,1.6,,,100,6.4,67.6
TPZ1261–Park Ranch,9/3/24,3.8,73,88.3,66,4.4,75.4
TPZ1261-Walker,9/3/24,6,70.4,85.7,55,4.5,72.2
Meyers3400-Uplands,9/3/24,4.9,65.3,75.6,54,2,66.3
111Line-Columbine Trail,9/3/24,1.6,62.1,78.8,64,1.6,64.2
POR31-Iron Horse,9/3/24,1.9,60.5,82.9,55,6.3,73.4
619Line-Sierra Valley West,9/3/24,4.1,60.8,84.4,60,7,65.7
SQV8200-Squaw Valley,9/3/24,2.8,58.7,76.7,74,5.8,73.6
CEM41-Garbage Pit Rd,9/3/24,5.2,63.6,84.2,59,4.7,74.3
CAL204-Dog Valley,9/3/24,3.3,66.5,85.6,51,7.5,75.5
TRK7203-Northstar Golf Course,9/3/24,3.7,57.5,80.2,81,11.6,69.6
Hobart Sub,9/3/24,1.6,57.9,80.8,71,4.8,70.2
SRB51-Smithneck Rd,9/3/24,4.8,64.3,83.6,52,13.4,75.3
TRK7202-Cabin Tree,9/3/24,2.3,60.3,76.9,60,6,70.8
Muller1296-Emigrant Trail,9/3/24,5.8,68.8,87.2,52,0.4,81.5
STL3101 Ledge Ct.,9/3/24,1.4,64.9,78.3,63,1.6,69.9
TAH7300-Homewood,9/3/24,1.3,61.6,77.7,67,5.2,67.6
7400-Glenshire,9/3/24,2.6,58.7,80.8,70,1.9,70.8
MEY3300-Grass Lake Road,9/3/24,1.6,59.3,77.4,84,4.4,60
WSH201-Floriston,9/3/24,2.3,63.5,83,62,9.2,77.7
Washoe204-Fariad,9/3/24,4.2,65,83.8,58,7.1,70.1
MEY3400-Camp Richardson,9/3/24,2.5,61.7,79.4,75,2.5,70.3
MEY3500-STPD Office,9/3/24,1.4,59.2,79.1,78,6.4,75.6
621Line-I-80 Gravel Pit,9/3/24,2,59.3,81.4,78,2.8,75.6
7201-Alpine Meadows,9/3/24,1.7,59.6,77.4,74,8.6,70.4
MUL1296-Markleeville,9/3/24,0.5,63.7,84.4,75,3.1,73.8
TPZ1261-Eastside Lane,9/3/24,7.1,72.6,86,45,3.4,79.7
MEY3300-Tolteca,9/3/24,1.9,64.3,78.8,57,,
TAH-5201 Lake Forest,9/3/24,1.2,61.7,78.6,57,6.6,66.4
Tahoe-7300 Sugar Pine Point,9/3/24,1,62,79,66,3.5,70.2
SOK-257 Reno Park,9/3/24,6.1,66.6,84.4,45,7.5,73.6
SMP8700-Firecamp,9/3/24,1,58.4,81.5,76,,
TAH5201-Fairway,9/3/24,1.6,60,76.7,64,,
TPZ1261 Cunningham,9/3/24,4.6,68.7,87,67,,
MUL1296-Sorensens,9/3/24,1.6,57.5,76.7,72,,
POR32 4th Avenue,9/3/24,1.9,59.9,84.5,66,9.6,72.3
GLS7600-Walden,9/2/24,2.8,65.8,74.6,47,9.1,71
TAH7300-DL Bliss,9/2/24,3.4,66,72.5,46,1.6,73.6
MUL1296-Woodfords,9/2/24,9.7,72.8,81.9,41,0.2,77.8
BKY4201-Summit,9/2/24,2.9,,,100,6.5,69
TPZ1261–Park Ranch,9/2/24,8.6,76.5,85,55,4.4,76.3
TPZ1261-Walker,9/2/24,12.7,73.9,81.8,44,4.5,72.8
Meyers3400-Uplands,9/2/24,11.9,65,71.7,42,2,66.7
111Line-Columbine Trail,9/2/24,3.3,66.2,76.5,48,1.6,65
POR31-Iron Horse,9/2/24,3.1,65.9,80.3,57,6.6,75.5
619Line-Sierra Valley West,9/2/24,11.3,69.4,81.1,49,7.2,68.4
SQV8200-Squaw Valley,9/2/24,5.5,64.6,74.7,53,5.8,75.4
CEM41-Garbage Pit Rd,9/2/24,10.6,71.7,81.5,37,4.7,75.7
CAL204-Dog Valley,9/2/24,6.9,74.6,83.6,34,7.5,77.5
TRK7203-Northstar Golf Course,9/2/24,9,66.5,78.1,58,11.8,71.7
Hobart Sub,9/2/24,3.1,63.1,78.6,64,4.9,71.6
SRB51-Smithneck Rd,9/2/24,8.5,70.9,81.2,40,13.4,75.5
TRK7202-Cabin Tree,9/2/24,4.6,64.6,74,50,6.1,72.3
Muller1296-Emigrant Trail,9/2/24,12.6,74.7,84.4,44,0.4,83.9
STL3101 Ledge Ct.,9/2/24,3.3,66.3,76.3,46,1.6,70.8
TAH7300-Homewood,9/2/24,2.9,65.8,75.1,48,5.2,68.3
7400-Glenshire,9/2/24,4,65.5,78.2,53,1.9,72.2
MEY3300-Grass Lake Road,9/2/24,1.8,61.1,76.2,71,4.4,60.5
WSH201-Floriston,9/2/24,8.4,69.2,80.7,50,9.3,78.1
Washoe204-Fariad,9/2/24,10.7,73,81.6,41,7.2,71.5
MEY3400-Camp Richardson,9/2/24,4.3,66.8,76.2,49,2.5,70.7
MEY3500-STPD Office,9/2/24,2.1,62.9,77.5,66,6.5,76.3
621Line-I-80 Gravel Pit,9/2/24,5.8,62.9,78.7,73,2.9,76.9
7201-Alpine Meadows,9/2/24,2.7,64.3,74.7,55,8.8,72.3
MUL1296-Markleeville,9/2/24,1.3,67.3,81.4,65,3.1,74.9
TPZ1261-Eastside Lane,9/2/24,11.1,75.8,83.5,35,3.5,80.5
MEY3300-Tolteca,9/2/24,3.9,67,75.9,43,,
TAH-5201 Lake Forest,9/2/24,2.1,64.2,75.1,54,6.6,68
Tahoe-7300 Sugar Pine Point,9/2/24,1.4,65.6,78,45,3.5,71.8
SOK-257 Reno Park,9/2/24,13.5,72.4,82.3,37,7.5,75.5
SMP8700-Firecamp,9/2/24,2.5,62.2,78.8,64,,
TAH5201-Fairway,9/2/24,3.4,64.2,74.2,52,,
TPZ1261 Cunningham,9/2/24,8.8,73.7,84.2,52,,
MUL1296-Sorensens,9/2/24,1.9,58.8,74.1,68,,
POR32 4th Avenue,9/2/24,3.4,64.4,80.9,59,9.7,74.7
GLS7600-Walden,9/1/24,1.9,68.6,79.4,35,9.3,70.7
TAH7300-DL Bliss,9/1/24,2.1,67.5,77.9,64,1.6,73.7
MUL1296-Woodfords,9/1/24,10.4,74.8,85,37,0.2,77.2
BKY4201-Summit,9/1/24,2.3,,,100,6.5,68.9
TPZ1261–Park Ranch,9/1/24,6.8,75.5,89.2,77,4.5,75.9
TPZ1261-Walker,9/1/24,9.1,74.6,86.4,47,4.5,73
Meyers3400-Uplands,9/1/24,8.5,67.7,76.4,43,2,66.1
111Line-Columbine Trail,9/1/24,2.1,66.4,81.5,60,1.6,64.4
POR31-Iron Horse,9/1/24,2.4,67.2,86.3,63,6.6,75.2
619Line-Sierra Valley West,9/1/24,5.8,68,86.5,64,7.3,68.7
SQV8200-Squaw Valley,9/1/24,5.5,65,79,72,5.8,74.7
CEM41-Garbage Pit Rd,9/1/24,6.1,70.4,87.2,52,4.7,75.4
CAL204-Dog Valley,9/1/24,5,73.6,89,48,7.5,75.9
TRK7203-Northstar Golf Course,9/1/24,5.2,63.8,83.4,83,11.8,71.2
Hobart Sub,9/1/24,2.2,62.7,84.3,78,4.8,71.8
SRB51-Smithneck Rd,9/1/24,6.8,71.5,86,47,13.4,75.3
TRK7202-Cabin Tree,9/1/24,4,66.1,79.2,51,6.1,71.5
Muller1296-Emigrant Trail,9/1/24,12,75.7,87.8,46,0.4,84
STL3101 Ledge Ct.,9/1/24,2.3,67.8,80.9,52,1.6,70.1
TAH7300-Homewood,9/1/24,2.3,66,80.2,63,5.2,67.4
7400-Glenshire,9/1/24,3.1,64.4,82.8,71,1.8,71.7
MEY3300-Grass Lake Road,9/1/24,1.6,62.6,80.3,79,4.3,59.3
WSH201-Floriston,9/1/24,4.7,68.4,84.5,61,9.5,78.8
Washoe204-Fariad,9/1/24,7.6,70.8,85.5,59,7.2,70.4
MEY3400-Camp Richardson,9/1/24,4.5,65.8,80.8,74,2.5,69.7
MEY3500-STPD Office,9/1/24,1.8,63.4,81.3,74,6.5,75.8
